,pokemon_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
755,649,Genesect,Genesect,ã‚²ãƒŽã‚»ã‚¯ãƒˆ (Genesect),5,Mythical,Paleozoic PokÃ©mon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,3,0,270,Slow,1,Undiscovered,,,120,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
756,650,Chespin,Igamaro,ãƒãƒªãƒžãƒ­ãƒ³ (Harimaron),6,Normal,Spiny Nut PokÃ©mon,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,45,70,63,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
757,651,Quilladin,Igastarnish,ãƒãƒªãƒœãƒ¼ã‚° (Hariborg),6,Normal,Spiny Armor PokÃ©mon,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,45,70,142,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
758,652,Chesnaught,Brigaron,ãƒ–ãƒªã‚¬ãƒ­ãƒ³ (Brigarron),6,Normal,Spiny Armor PokÃ©mon,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45,70,239,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
759,653,Fennekin,Fynx,ãƒ•ã‚©ãƒƒã‚³ (Fokko),6,Normal,Fox PokÃ©mon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,45,70,61,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
760,654,Braixen,Rutena,ãƒ†ãƒ¼ãƒ«ãƒŠãƒ¼ (Tairenar),6,Normal,Fox PokÃ©mon,1,Fire,,1,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,45,70,143,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
761,655,Delphox,Fennexis,ãƒžãƒ•ã‚©ã‚¯ã‚·ãƒ¼ (Mahoxy),6,Normal,Fox PokÃ©mon,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,534,75,69,72,114,100,104,45,70,240,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
762,656,Froakie,Froxy,ã‚±ãƒ­ãƒžãƒ„ (Keromatsu),6,Normal,Bubble Frog PokÃ©mon,1,Water,,0.3,7,2,Torrent,,Protean,314,41,56,40,62,44,71,45,70,63,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
763,657,Frogadier,Amphizel,ã‚²ã‚³ã‚¬ã‚·ãƒ© (Gekogashira),6,Normal,Bubble Frog PokÃ©mon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,45,70,142,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
764,658,Greninja,Quajutsu,ã‚²ãƒƒã‚³ã‚¦ã‚¬ (Gekkouga),6,Normal,Ninja PokÃ©mon,2,Water,Dark,1.5,40,2,Torrent,,Protean,530,72,95,67,103,71,122,45,70,239,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
765,658,Ash-Greninja,Quajutsu,ã‚²ãƒƒã‚³ã‚¦ã‚¬ (Gekkouga),6,Normal,Ninja PokÃ©mon,2,Water,Dark,1.5,40,1,Battle Bond,,,640,72,145,67,153,71,132,45,70,288,Medium Slow,1,Undiscovered,,100,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
766,659,Bunnelby,Scoppel,ãƒ›ãƒ«ãƒ“ãƒ¼ (Horubee),6,Normal,Digging PokÃ©mon,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,70,47,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
767,660,Diggersby,Grebbit,ãƒ›ãƒ«ãƒ¼ãƒ‰ (Horudo),6,Normal,Digging PokÃ©mon,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,70,148,Medium Fast,1,Field,,50,15,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
768,661,Fletchling,Dartiri,ãƒ¤ãƒ¤ã‚³ãƒž (Yayakoma),6,Normal,Tiny Robin PokÃ©mon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,70,56,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
769,662,Fletchinder,Dartignis,ãƒ’ãƒŽãƒ¤ã‚³ãƒž (Hinoyakoma),6,Normal,Ember PokÃ©mon,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,70,134,Medium Slow,1,Flying,,50,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
770,663,Talonflame,Fiaro,ãƒ•ã‚¡ã‚¤ã‚¢ãƒ­ãƒ¼ (Fiarrow),6,Normal,Scorching PokÃ©mon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,70,175,Medium Slow,1,Flying,,50,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
771,664,Scatterbug,Purmel,ã‚³ãƒ•ã‚­ãƒ ã‚· (Kofukimushi),6,Normal,Scatterdust PokÃ©mon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,70,40,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
772,665,Spewpa,Puponcho,ã‚³ãƒ•ãƒ¼ãƒ©ã‚¤ (Kofuurai),6,Normal,Scatterdust PokÃ©mon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,70,75,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
773,666,Vivillon,Vivillon,ãƒ“ãƒ“ãƒ¨ãƒ³ (Viviyon),6,Normal,Scale PokÃ©mon,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,70,185,Medium Fast,1,Bug,,50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
774,667,Litleo,Leufeo,ã‚·ã‚·ã‚³ (Shishiko),6,Normal,Lion Cub PokÃ©mon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,70,74,Medium Slow,1,Field,,25,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
775,668,Pyroar,Pyroleo,ã‚«ã‚¨ãƒ³ã‚¸ã‚· (Kaenjishi),6,Normal,Royal PokÃ©mon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,70,177,Medium Slow,1,Field,,25,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
776,669,FlabÃ©bÃ©,FlabÃ©bÃ©,ãƒ•ãƒ©ãƒ™ãƒ™ (Flabebe),6,Normal,Single Bloom PokÃ©mon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,70,61,Medium Fast,1,Fairy,,0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
777,670,Floette,Floette,ãƒ•ãƒ©ã‚¨ãƒƒãƒ† (Floette),6,Normal,Single Bloom PokÃ©mon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,70,130,Medium Fast,1,Fairy,,0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
778,671,Florges,Florges,ãƒ•ãƒ©ãƒ¼ã‚¸ã‚§ã‚¹ (Florges),6,Normal,Garden PokÃ©mon,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,70,248,Medium Fast,1,Fairy,,0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
779,672,Skiddo,MÃ¤hikel,ãƒ¡ã‚§ãƒ¼ã‚¯ãƒ« (Meecle),6,Normal,Mount PokÃ©mon,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,70,70,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
780,673,Gogoat,Chevrumm,ã‚´ãƒ¼ã‚´ãƒ¼ãƒˆ (Gogoat),6,Normal,Mount PokÃ©mon,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,70,186,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
781,674,Pancham,Pam-Pam,ãƒ¤ãƒ³ãƒãƒ£ãƒ  (Yancham),6,Normal,Playful PokÃ©mon,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,70,70,Medium Fast,2,Field,Human-Like,50,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
782,675,Pangoro,Pandagro,ã‚´ãƒ­ãƒ³ãƒ€ (Goronda),6,Normal,Daunting PokÃ©mon,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,70,173,Medium Fast,2,Field,Human-Like,50,25,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
783,676,Furfrou,Coiffwaff,ãƒˆãƒªãƒŸã‚¢ãƒ³ (Trimmien),6,Normal,Poodle PokÃ©mon,1,Normal,,1.2,28,1,Fur Coat,,,472,75,80,60,65,90,102,160,70,165,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
784,677,Espurr,Psiau,ãƒ‹ãƒ£ã‚¹ãƒ‘ãƒ¼ (Nyasper),6,Normal,Restraint PokÃ©mon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,70,71,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
785,678,Meowstic Male,Psiaugon,ãƒ‹ãƒ£ã‚ªãƒ‹ã‚¯ã‚¹ (Nyaonix),6,Normal,Constraint PokÃ©mon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
786,678,Meowstic Female,Psiaugon,ãƒ‹ãƒ£ã‚ªãƒ‹ã‚¯ã‚¹ (Nyaonix),6,Normal,Constraint PokÃ©mon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
787,679,Honedge,Gramokles,ãƒ’ãƒˆãƒ„ã‚­ (Hitotsuki),6,Normal,Sword PokÃ©mon,2,Steel,Ghost,0.8,2,1,No Guard,,,325,45,80,100,35,37,28,180,70,65,Medium Fast,1,Mineral,,50,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
788,680,Doublade,Duokles,ãƒ‹ãƒ€ãƒ³ã‚®ãƒ« (Nidangill),6,Normal,Sword PokÃ©mon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90,70,157,Medium Fast,1,Mineral,,50,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
789,681,Aegislash Blade Forme,Durengard,ã‚®ãƒ«ã‚¬ãƒ«ãƒ‰ (Gillgard),6,Normal,Royal Sword PokÃ©mon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,150,50,150,50,60,45,70,234,Medium Fast,1,Mineral,,50,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
790,681,Aegislash Shield Forme,Durengard,ã‚®ãƒ«ã‚¬ãƒ«ãƒ‰ (Gillgard),6,Normal,Royal Sword PokÃ©mon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,50,150,50,150,60,45,70,234,Medium Fast,1,Mineral,,50,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
791,682,Spritzee,Parfi,ã‚·ãƒ¥ã‚·ãƒ¥ãƒ— (Shushupu),6,Normal,Perfume PokÃ©mon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,70,68,Medium Fast,1,Fairy,,50,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
792,683,Aromatisse,Parfinesse,ãƒ•ãƒ¬ãƒ•ãƒ¯ãƒ³ (Frefuwan),6,Normal,Fragrance PokÃ©mon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,70,162,Medium Fast,1,Fairy,,50,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
793,684,Swirlix,Flauschling,ãƒšãƒ­ãƒƒãƒ‘ãƒ• (Peroppafu),6,Normal,Cotton Candy PokÃ©mon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,70,68,Medium Fast,1,Fairy,,50,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
794,685,Slurpuff,Sabbaione,ãƒšãƒ­ãƒªãƒ¼ãƒ  (Peroream),6,Normal,Meringue PokÃ©mon,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,70,168,Medium Fast,1,Fairy,,50,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
795,686,Inkay,Iscalar,ãƒžãƒ¼ã‚¤ãƒ¼ã‚« (Maaiika),6,Normal,Revolving PokÃ©mon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,70,58,Medium Fast,2,Water 1,Water 2,50,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
796,687,Malamar,Calamanero,ã‚«ãƒ©ãƒžãƒãƒ­ (Calamanero),6,Normal,Overturning PokÃ©mon,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,70,169,Medium Fast,2,Water 1,Water 2,50,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
797,688,Binacle,Bithora,ã‚«ãƒ¡ãƒ†ãƒ† (Kametete),6,Normal,Two-Handed PokÃ©mon,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,70,61,Medium Fast,1,Water 3,,50,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
798,689,Barbaracle,Thanathora,ã‚¬ãƒ¡ãƒŽãƒ‡ã‚¹ (Gamenodes),6,Normal,Collective PokÃ©mon,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,70,175,Medium Fast,1,Water 3,,50,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
799,690,Skrelp,Algitt,ã‚¯ã‚ºãƒ¢ãƒ¼ (Kuzumo),6,Normal,Mock Kelp PokÃ©mon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,70,64,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
800,691,Dragalge,Tandrak,ãƒ‰ãƒ©ãƒŸãƒ‰ãƒ­ (Dramidoro),6,Normal,Mock Kelp PokÃ©mon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,70,173,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
801,692,Clauncher,Scampisto,ã‚¦ãƒ‡ãƒƒãƒã‚¦ (Udeppou),6,Normal,Water Gun PokÃ©mon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225,70,66,Slow,2,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
802,693,Clawitzer,Wummer,ãƒ–ãƒ­ã‚¹ã‚¿ãƒ¼ (Bloster),6,Normal,Howitzer PokÃ©mon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55,70,100,Slow,2,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
803,694,Helioptile,Eguana,ã‚¨ãƒªã‚­ãƒ†ãƒ« (Erikiteru),6,Normal,Generator PokÃ©mon,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,70,58,Medium Fast,2,Dragon,Monster,50,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
804,695,Heliolisk,Elezard,ã‚¨ãƒ¬ã‚¶ãƒ¼ãƒ‰ (Elezard),6,Normal,Generator PokÃ©mon,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,70,168,Medium Fast,2,Dragon,Monster,50,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
805,696,Tyrunt,Balgoras,ãƒã‚´ãƒ©ã‚¹ (Chigoras),6,Normal,Royal Heir PokÃ©mon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
806,697,Tyrantrum,Monargoras,ã‚¬ãƒã‚´ãƒ©ã‚¹ (Gachigoras),6,Normal,Despot PokÃ©mon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
807,698,Amaura,Amarino,ã‚¢ãƒžãƒ«ã‚¹ (Amarus),6,Normal,Tundra PokÃ©mon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,70,72,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
808,699,Aurorus,Amagarga,ã‚¢ãƒžãƒ«ãƒ«ã‚¬ (Amaruruga),6,Normal,Tundra PokÃ©mon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,70,104,Medium Fast,1,Monster,,87.5,30,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
809,700,Sylveon,Feelinara,ãƒ‹ãƒ³ãƒ•ã‚£ã‚¢ (Nymphia),6,Normal,Intertwining PokÃ©mon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,70,184,Medium Fast,1,Field,,87.5,35,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
810,701,Hawlucha,Resladero,ãƒ«ãƒãƒ£ãƒ–ãƒ« (Luchabull),6,Normal,Wrestling PokÃ©mon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,70,175,Medium Fast,2,Flying,Human-Like,50,20,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
811,702,Dedenne,Dedenne,ãƒ‡ãƒ‡ãƒ³ãƒ (Dedenne),6,Normal,Antenna PokÃ©mon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,70,151,Medium Fast,2,Fairy,Field,50,20,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
812,703,Carbink,Rocara,ãƒ¡ãƒ¬ã‚·ãƒ¼ (Melecie),6,Normal,Jewel PokÃ©mon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,70,100,Slow,2,Fairy,Mineral,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
813,704,Goomy,Viscora,ãƒŒãƒ¡ãƒ© (Numera),6,Normal,Soft Tissue PokÃ©mon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,35,60,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
814,705,Sliggoo,Viscargot,ãƒŒãƒ¡ã‚¤ãƒ« (Numeil),6,Normal,Soft Tissue PokÃ©mon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,35,158,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
815,706,Goodra,Viscogon,ãƒŒãƒ¡ãƒ«ã‚´ãƒ³ (Numelgon),6,Normal,Dragon PokÃ©mon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,35,270,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
816,707,Klefki,Clavion,ã‚¯ãƒ¬ãƒƒãƒ•ã‚£ (Cleffy),6,Normal,Key Ring PokÃ©mon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,80,87,75,75,70,165,Fast,1,Mineral,,50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
817,708,Phantump,Paragoni,ãƒœã‚¯ãƒ¬ãƒ¼ (Bokurei),6,Normal,Stump PokÃ©mon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,70,62,Medium Fast,2,Amorphous,Grass,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
818,709,Trevenant,Trombork,ã‚ªãƒ¼ãƒ­ãƒƒãƒˆ (Ohrot),6,Normal,Elder Tree PokÃ©mon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,70,166,Medium Fast,2,Amorphous,Grass,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
819,710,Pumpkaboo Average Size,Irrbis,ãƒã‚±ãƒƒãƒãƒ£ (Bakeccha),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
820,710,Pumpkaboo Small Size,Irrbis,ãƒã‚±ãƒƒãƒãƒ£ (Bakeccha),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
821,710,Pumpkaboo Large Size,Irrbis,ãƒã‚±ãƒƒãƒãƒ£ (Bakeccha),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
822,710,Pumpkaboo Super Size,Irrbis,ãƒã‚±ãƒƒãƒãƒ£ (Bakeccha),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,70,67,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
823,711,Gourgeist Average Size,Pumpdjinn,ãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³ (Pumpjin),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
824,711,Gourgeist Small Size,Pumpdjinn,ãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³ (Pumpjin),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
825,711,Gourgeist Large Size,Pumpdjinn,ãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³ (Pumpjin),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,1.1,14,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
826,711,Gourgeist Super Size,Pumpdjinn,ãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³ (Pumpjin),6,Normal,Pumpkin PokÃ©mon,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,70,173,Medium Fast,1,Amorphous,,50,20,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
